Year,LGA,Subgroup,Count
2018,Baw Baw,B322 Non-residential non-aggravated burglary,7
2018,Benalla,B321 Residential non-aggravated burglary,2
2018,East Gippsland,B321 Residential non-aggravated burglary,5
2018,East Gippsland,B322 Non-residential non-aggravated burglary,2
2018,Greater Shepparton,B311 Residential aggravated burglary,1
2018,Greater Shepparton,B321 Residential non-aggravated burglary,22
2018,Greater Shepparton,B322 Non-residential non-aggravated burglary,20
2018,Indigo,B321 Residential non-aggravated burglary,3
2018,Indigo,B322 Non-residential non-aggravated burglary,2
2018,Knox,B322 Non-residential non-aggravated burglary,1
2018,Latrobe,B321 Residential non-aggravated burglary,3
2018,Latrobe,B322 Non-residential non-aggravated burglary,5
2018,Manningham,B322 Non-residential non-aggravated burglary,1
2018,Mansfield,B321 Residential non-aggravated burglary,1
2018,Mitchell,B321 Residential non-aggravated burglary,9
2018,Mitchell,B322 Non-residential non-aggravated burglary,4
2018,Moira,B321 Residential non-aggravated burglary,8
2018,Moira,B322 Non-residential non-aggravated burglary,5
2018,Monash,B322 Non-residential non-aggravated burglary,1
2018,Murrindindi,B321 Residential non-aggravated burglary,3
2018,Murrindindi,B322 Non-residential non-aggravated burglary,3
2018,South Gippsland,B321 Residential non-aggravated burglary,7
2018,South Gippsland,B322 Non-residential non-aggravated burglary,4
2018,Strathbogie,B321 Residential non-aggravated burglary,2
2018,Strathbogie,B322 Non-residential non-aggravated burglary,4
2018,Towong,B321 Residential non-aggravated burglary,2
2018,Wangaratta,B311 Residential aggravated burglary,1
2018,Wangaratta,B321 Residential non-aggravated burglary,3
2018,Wangaratta,B322 Non-residential non-aggravated burglary,1
2018,Wellington,B321 Residential non-aggravated burglary,3
2018,Wellington,B322 Non-residential non-aggravated burglary,4
2018,Whitehorse,B322 Non-residential non-aggravated burglary,1
2018,Wodonga,B321 Residential non-aggravated burglary,1
2018,Yarra Ranges,B321 Residential non-aggravated burglary,13
2018,Yarra Ranges,B322 Non-residential non-aggravated burglary,15
2018,Bayside,B321 Residential non-aggravated burglary,1
2018,Cardinia,B321 Residential non-aggravated burglary,13
2018,Cardinia,B322 Non-residential non-aggravated burglary,5
2018,Casey,B311 Residential aggravated burglary,1
2018,Casey,B321 Residential non-aggravated burglary,12
2018,Casey,B322 Non-residential non-aggravated burglary,10
2018,Frankston,B322 Non-residential non-aggravated burglary,1
2018,Greater Dandenong,B322 Non-residential non-aggravated burglary,5
2018,Mornington Peninsula,B321 Residential non-aggravated burglary,8
2018,Mornington Peninsula,B322 Non-residential non-aggravated burglary,1
2018,Port Phillip,B321 Residential non-aggravated burglary,1
2018,Port Phillip,B322 Non-residential non-aggravated burglary,2
2018,Ararat,B321 Residential non-aggravated burglary,2
2018,Ararat,B322 Non-residential non-aggravated burglary,3
2018,Ballarat,B321 Residential non-aggravated burglary,8
2018,Ballarat,B322 Non-residential non-aggravated burglary,9
2018,Buloke,B321 Residential non-aggravated burglary,1
2018,Buloke,B322 Non-residential non-aggravated burglary,2
2018,Campaspe,B311 Residential aggravated burglary,1
2018,Campaspe,B321 Residential non-aggravated burglary,20
2018,Campaspe,B322 Non-residential non-aggravated burglary,11
2018,Central Goldfields,B321 Residential non-aggravated burglary,1
2018,Central Goldfields,B322 Non-residential non-aggravated burglary,3
2018,Colac-Otway,B321 Residential non-aggravated burglary,4
2018,Colac-Otway,B322 Non-residential non-aggravated burglary,3
2018,Corangamite,B321 Residential non-aggravated burglary,3
2018,Corangamite,B322 Non-residential non-aggravated burglary,1
2018,Gannawarra,B321 Residential non-aggravated burglary,4
2018,Gannawarra,B322 Non-residential non-aggravated burglary,1
2018,Glenelg,B321 Residential non-aggravated burglary,2
2018,Golden Plains,B321 Residential non-aggravated burglary,4
2018,Golden Plains,B322 Non-residential non-aggravated burglary,3
2018,Greater Bendigo,B321 Residential non-aggravated burglary,2
2018,Greater Bendigo,B322 Non-residential non-aggravated burglary,2
2018,Greater Geelong,B321 Residential non-aggravated burglary,5
2018,Greater Geelong,B322 Non-residential non-aggravated burglary,9
2018,Hepburn,B321 Residential non-aggravated burglary,6
2018,Hepburn,B322 Non-residential non-aggravated burglary,3
2018,Hindmarsh,B311 Residential aggravated burglary,1
2018,Hindmarsh,B321 Residential non-aggravated burglary,2
2018,Horsham,B321 Residential non-aggravated burglary,2
2018,Horsham,B322 Non-residential non-aggravated burglary,2
2018,Loddon,B311 Residential aggravated burglary,1
2018,Loddon,B321 Residential non-aggravated burglary,4
2018,Loddon,B322 Non-residential non-aggravated burglary,10
2018,Macedon Ranges,B321 Residential non-aggravated burglary,12
2018,Macedon Ranges,B322 Non-residential non-aggravated burglary,4
2018,Mildura,B311 Residential aggravated burglary,1
2018,Mildura,B321 Residential non-aggravated burglary,6
2018,Mildura,B322 Non-residential non-aggravated burglary,8
2018,Moorabool,B321 Residential non-aggravated burglary,9
2018,Moorabool,B322 Non-residential non-aggravated burglary,6
2018,Mount Alexander,B321 Residential non-aggravated burglary,2
2018,Mount Alexander,B322 Non-residential non-aggravated burglary,1
2018,Moyne,B321 Residential non-aggravated burglary,3
2018,Moyne,B322 Non-residential non-aggravated burglary,1
2018,Northern Grampians,B321 Residential non-aggravated burglary,1
2018,Northern Grampians,B322 Non-residential non-aggravated burglary,2
2018,Pyrenees,B321 Residential non-aggravated burglary,7
2018,Pyrenees,B322 Non-residential non-aggravated burglary,13
2018,Southern Grampians,B321 Residential non-aggravated burglary,2
2018,Southern Grampians,B322 Non-residential non-aggravated burglary,1
2018,Surf Coast,B321 Residential non-aggravated burglary,3
2018,Surf Coast,B322 Non-residential non-aggravated burglary,1
2018,Swan Hill,B321 Residential non-aggravated burglary,7
2018,Swan Hill,B322 Non-residential non-aggravated burglary,3
2018,Warrnambool,B321 Residential non-aggravated burglary,2
2018,West Wimmera,B311 Residential aggravated burglary,1
2018,West Wimmera,B321 Residential non-aggravated burglary,3
2018,West Wimmera,B322 Non-residential non-aggravated burglary,2
2018,Yarriambiack,B321 Residential non-aggravated burglary,1
2018,Yarriambiack,B322 Non-residential non-aggravated burglary,2
2017,Banyule,B322 Non-residential non-aggravated burglary,1
2017,Darebin,B321 Residential non-aggravated burglary,1
2017,Hume,B321 Residential non-aggravated burglary,3
2017,Hume,B322 Non-residential non-aggravated burglary,2
2017,Melton,B321 Residential non-aggravated burglary,6
2017,Melton,B322 Non-residential non-aggravated burglary,3
2017,Moonee Valley,B322 Non-residential non-aggravated burglary,1
2017,Nillumbik,B321 Residential non-aggravated burglary,1
2017,Nillumbik,B322 Non-residential non-aggravated burglary,1
2017,Whittlesea,B321 Residential non-aggravated burglary,4
2017,Wyndham,B321 Residential non-aggravated burglary,4
2017,Wyndham,B322 Non-residential non-aggravated burglary,7
2017,Bass Coast,B321 Residential non-aggravated burglary,6
2017,Bass Coast,B322 Non-residential non-aggravated burglary,1
2017,Baw Baw,B321 Residential non-aggravated burglary,19
2017,Baw Baw,B322 Non-residential non-aggravated burglary,5
2017,Benalla,B311 Residential aggravated burglary,1
2017,Benalla,B321 Residential non-aggravated burglary,3
2017,Benalla,B322 Non-residential non-aggravated burglary,2
2017,East Gippsland,B321 Residential non-aggravated burglary,2
2017,East Gippsland,B322 Non-residential non-aggravated burglary,2
2017,Greater Shepparton,B321 Residential non-aggravated burglary,12
2017,Greater Shepparton,B322 Non-residential non-aggravated burglary,29
2017,Knox,B322 Non-residential non-aggravated burglary,2
2017,Latrobe,B321 Residential non-aggravated burglary,3
2017,Mansfield,B321 Residential non-aggravated burglary,7
2017,Mitchell,B321 Residential non-aggravated burglary,6
2017,Mitchell,B322 Non-residential non-aggravated burglary,2
2017,Moira,B311 Residential aggravated burglary,2
2017,Moira,B321 Residential non-aggravated burglary,8
2017,Moira,B322 Non-residential non-aggravated burglary,6
2017,Monash,B322 Non-residential non-aggravated burglary,1
2017,Murrindindi,B321 Residential non-aggravated burglary,3
2017,South Gippsland,B311 Residential aggravated burglary,1
2017,South Gippsland,B321 Residential non-aggravated burglary,10
2017,South Gippsland,B322 Non-residential non-aggravated burglary,7
2017,Strathbogie,B321 Residential non-aggravated burglary,8
2017,Strathbogie,B322 Non-residential non-aggravated burglary,4
2017,Towong,B321 Residential non-aggravated burglary,2
2017,Wangaratta,B321 Residential non-aggravated burglary,2
2017,Wellington,B321 Residential non-aggravated burglary,3
2017,Wellington,B322 Non-residential non-aggravated burglary,4
2017,Yarra Ranges,B321 Residential non-aggravated burglary,9
2017,Yarra Ranges,B322 Non-residential non-aggravated burglary,6
2017,Cardinia,B321 Residential non-aggravated burglary,12
2017,Cardinia,B322 Non-residential non-aggravated burglary,5
2017,Casey,B321 Residential non-aggravated burglary,7
2017,Casey,B322 Non-residential non-aggravated burglary,3
2017,Frankston,B321 Residential non-aggravated burglary,2
2017,Frankston,B322 Non-residential non-aggravated burglary,1
2017,Greater Dandenong,B322 Non-residential non-aggravated burglary,3
2017,Kingston,B321 Residential non-aggravated burglary,2
2017,Kingston,B322 Non-residential non-aggravated burglary,1
2017,Mornington Peninsula,B321 Residential non-aggravated burglary,8
2017,Mornington Peninsula,B322 Non-residential non-aggravated burglary,2
2017,Stonnington,B322 Non-residential non-aggravated burglary,1
2017,Ararat,B321 Residential non-aggravated burglary,6
2017,Ararat,B322 Non-residential non-aggravated burglary,8
2017,Ballarat,B321 Residential non-aggravated burglary,4
2017,Ballarat,B322 Non-residential non-aggravated burglary,5
2017,Buloke,B321 Residential non-aggravated burglary,2
2017,Buloke,B322 Non-residential non-aggravated burglary,2
2017,Campaspe,B321 Residential non-aggravated burglary,10
2017,Campaspe,B322 Non-residential non-aggravated burglary,9
2017,Central Goldfields,B321 Residential non-aggravated burglary,3
2017,Central Goldfields,B322 Non-residential non-aggravated burglary,2
2017,Colac-Otway,B321 Residential non-aggravated burglary,5
2017,Colac-Otway,B322 Non-residential non-aggravated burglary,7
2017,Corangamite,B321 Residential non-aggravated burglary,5
2017,Corangamite,B322 Non-residential non-aggravated burglary,11
2017,Gannawarra,B321 Residential non-aggravated burglary,8
2017,Gannawarra,B322 Non-residential non-aggravated burglary,2
2017,Glenelg,B321 Residential non-aggravated burglary,6
2017,Glenelg,B322 Non-residential non-aggravated burglary,5
2017,Golden Plains,B321 Residential non-aggravated burglary,6
2017,Golden Plains,B322 Non-residential non-aggravated burglary,6
2017,Greater Bendigo,B321 Residential non-aggravated burglary,3
2017,Greater Bendigo,B322 Non-residential non-aggravated burglary,3
2017,Greater Geelong,B311 Residential aggravated burglary,1
2017,Greater Geelong,B321 Residential non-aggravated burglary,17
2017,Greater Geelong,B322 Non-residential non-aggravated burglary,9
2017,Hepburn,B321 Residential non-aggravated burglary,3
2017,Hepburn,B322 Non-residential non-aggravated burglary,1
2017,Hindmarsh,B321 Residential non-aggravated burglary,3
2017,Hindmarsh,B322 Non-residential non-aggravated burglary,3
2017,Horsham,B321 Residential non-aggravated burglary,4
2017,Horsham,B322 Non-residential non-aggravated burglary,1
2017,Loddon,B321 Residential non-aggravated burglary,4
2017,Loddon,B322 Non-residential non-aggravated burglary,2
2017,Macedon Ranges,B321 Residential non-aggravated burglary,11
2017,Macedon Ranges,B322 Non-residential non-aggravated burglary,7
2017,Mildura,B321 Residential non-aggravated burglary,6
2017,Mildura,B322 Non-residential non-aggravated burglary,4
2017,Moorabool,B321 Residential non-aggravated burglary,7
2017,Moorabool,B322 Non-residential non-aggravated burglary,5
2017,Mount Alexander,B321 Residential non-aggravated burglary,1
2017,Moyne,B321 Residential non-aggravated burglary,2
2017,Moyne,B322 Non-residential non-aggravated burglary,3
2017,Northern Grampians,B321 Residential non-aggravated burglary,1
2017,Northern Grampians,B322 Non-residential non-aggravated burglary,2
2017,Pyrenees,B321 Residential non-aggravated burglary,1
2017,Pyrenees,B322 Non-residential non-aggravated burglary,6
2017,Southern Grampians,B321 Residential non-aggravated burglary,1
2017,Southern Grampians,B322 Non-residential non-aggravated burglary,2
2017,Surf Coast,B321 Residential non-aggravated burglary,7
2017,Surf Coast,B322 Non-residential non-aggravated burglary,4
2017,Swan Hill,B321 Residential non-aggravated burglary,3
2017,Warrnambool,B321 Residential non-aggravated burglary,2
2017,West Wimmera,B321 Residential non-aggravated burglary,1
2017,West Wimmera,B322 Non-residential non-aggravated burglary,1
2017,Yarriambiack,B321 Residential non-aggravated burglary,3
2017,Yarriambiack,B322 Non-residential non-aggravated burglary,1
2016,Banyule,B322 Non-residential non-aggravated burglary,1
2016,Hume,B321 Residential non-aggravated burglary,7
2016,Hume,B322 Non-residential non-aggravated burglary,5
2016,Melbourne,B322 Non-residential non-aggravated burglary,3
2016,Melton,B311 Residential aggravated burglary,1
2016,Melton,B321 Residential non-aggravated burglary,10
2016,Melton,B322 Non-residential non-aggravated burglary,8
2016,Merri-bek,B322 Non-residential non-aggravated burglary,1
2016,Nillumbik,B321 Residential non-aggravated burglary,2
2016,Whittlesea,B321 Residential non-aggravated burglary,2
2016,Whittlesea,B322 Non-residential non-aggravated burglary,2
2016,Wyndham,B321 Residential non-aggravated burglary,5
2016,Wyndham,B322 Non-residential non-aggravated burglary,4
2016,Bass Coast,B321 Residential non-aggravated burglary,1
2016,Bass Coast,B322 Non-residential non-aggravated burglary,1
2016,Baw Baw,B311 Residential aggravated burglary,1
2016,Baw Baw,B321 Residential non-aggravated burglary,8
2016,Baw Baw,B322 Non-residential non-aggravated burglary,12
2016,Benalla,B321 Residential non-aggravated burglary,2
2016,East Gippsland,B321 Residential non-aggravated burglary,4
2016,East Gippsland,B322 Non-residential non-aggravated burglary,5
2016,Greater Shepparton,B321 Residential non-aggravated burglary,13
2016,Greater Shepparton,B322 Non-residential non-aggravated burglary,18
2016,Indigo,B321 Residential non-aggravated burglary,1
2016,Indigo,B322 Non-residential non-aggravated burglary,2
2016,Latrobe,B321 Residential non-aggravated burglary,4
2016,Latrobe,B322 Non-residential non-aggravated burglary,4
2016,Manningham,B322 Non-residential non-aggravated burglary,1
2016,Mansfield,B321 Residential non-aggravated burglary,4
2016,Mansfield,B322 Non-residential non-aggravated burglary,1
2016,Maroondah,B322 Non-residential non-aggravated burglary,1
2016,Mitchell,B321 Residential non-aggravated burglary,4
2016,Mitchell,B322 Non-residential non-aggravated burglary,4
2016,Moira,B321 Residential non-aggravated burglary,16
2016,Moira,B322 Non-residential non-aggravated burglary,10
2016,Monash,B322 Non-residential non-aggravated burglary,1
2016,Murrindindi,B321 Residential non-aggravated burglary,8
2016,Murrindindi,B322 Non-residential non-aggravated burglary,4
2016,South Gippsland,B321 Residential non-aggravated burglary,4
2016,South Gippsland,B322 Non-residential non-aggravated burglary,4
2016,Strathbogie,B321 Residential non-aggravated burglary,7
2016,Strathbogie,B322 Non-residential non-aggravated burglary,7
2016,Towong,B321 Residential non-aggravated burglary,1
2016,Towong,B322 Non-residential non-aggravated burglary,1
2016,Wangaratta,B321 Residential non-aggravated burglary,1
2016,Wangaratta,B322 Non-residential non-aggravated burglary,1
2016,Wellington,B321 Residential non-aggravated burglary,12
2016,Wellington,B322 Non-residential non-aggravated burglary,8
2016,Wodonga,B322 Non-residential non-aggravated burglary,1
2016,Yarra Ranges,B321 Residential non-aggravated burglary,10
2016,Yarra Ranges,B322 Non-residential non-aggravated burglary,24
2016,Cardinia,B321 Residential non-aggravated burglary,7
2016,Cardinia,B322 Non-residential non-aggravated burglary,3
2016,Casey,B311 Residential aggravated burglary,1
2016,Casey,B321 Residential non-aggravated burglary,8
2016,Casey,B322 Non-residential non-aggravated burglary,4
2016,Frankston,B321 Residential non-aggravated burglary,1
2016,Frankston,B322 Non-residential non-aggravated burglary,1
2016,Greater Dandenong,B321 Residential non-aggravated burglary,1
2016,Mornington Peninsula,B311 Residential aggravated burglary,1
2016,Mornington Peninsula,B321 Residential non-aggravated burglary,16
2016,Mornington Peninsula,B322 Non-residential non-aggravated burglary,7
2016,Ararat,B321 Residential non-aggravated burglary,4
2016,Ballarat,B321 Residential non-aggravated burglary,4
2016,Ballarat,B322 Non-residential non-aggravated burglary,6
2016,Campaspe,B311 Residential aggravated burglary,2
2016,Campaspe,B321 Residential non-aggravated burglary,13
2016,Campaspe,B322 Non-residential non-aggravated burglary,11
2016,Central Goldfields,B321 Residential non-aggravated burglary,2
2016,Central Goldfields,B322 Non-residential non-aggravated burglary,4
2016,Colac-Otway,B321 Residential non-aggravated burglary,8
2016,Colac-Otway,B322 Non-residential non-aggravated burglary,5
2016,Corangamite,B321 Residential non-aggravated burglary,9
2016,Corangamite,B322 Non-residential non-aggravated burglary,9
2016,Gannawarra,B321 Residential non-aggravated burglary,2
2016,Glenelg,B321 Residential non-aggravated burglary,1
2016,Glenelg,B322 Non-residential non-aggravated burglary,1
2016,Golden Plains,B311 Residential aggravated burglary,1
2016,Golden Plains,B321 Residential non-aggravated burglary,9
2016,Golden Plains,B322 Non-residential non-aggravated burglary,15
2016,Greater Bendigo,B321 Residential non-aggravated burglary,8
2016,Greater Bendigo,B322 Non-residential non-aggravated burglary,4
2016,Greater Geelong,B321 Residential non-aggravated burglary,12
2016,Greater Geelong,B322 Non-residential non-aggravated burglary,4
2016,Hepburn,B321 Residential non-aggravated burglary,4
2016,Hepburn,B322 Non-residential non-aggravated burglary,3
2016,Horsham,B321 Residential non-aggravated burglary,1
2016,Horsham,B322 Non-residential non-aggravated burglary,1
2016,Loddon,B322 Non-residential non-aggravated burglary,4
2016,Macedon Ranges,B321 Residential non-aggravated burglary,9
2016,Macedon Ranges,B322 Non-residential non-aggravated burglary,2
2016,Mildura,B321 Residential non-aggravated burglary,6
2016,Mildura,B322 Non-residential non-aggravated burglary,14
2016,Moorabool,B311 Residential aggravated burglary,1
2016,Moorabool,B321 Residential non-aggravated burglary,6
2016,Moorabool,B322 Non-residential non-aggravated burglary,14
2016,Mount Alexander,B311 Residential aggravated burglary,1
2016,Mount Alexander,B321 Residential non-aggravated burglary,1
2016,Mount Alexander,B322 Non-residential non-aggravated burglary,3
2016,Moyne,B321 Residential non-aggravated burglary,3
2016,Moyne,B322 Non-residential non-aggravated burglary,2
2016,Northern Grampians,B321 Residential non-aggravated burglary,5
2016,Northern Grampians,B322 Non-residential non-aggravated burglary,4
2016,Pyrenees,B321 Residential non-aggravated burglary,6
2016,Pyrenees,B322 Non-residential non-aggravated burglary,20
2016,Southern Grampians,B321 Residential non-aggravated burglary,1
2016,Southern Grampians,B322 Non-residential non-aggravated burglary,1
2016,Surf Coast,B321 Residential non-aggravated burglary,3
2016,Swan Hill,B322 Non-residential non-aggravated burglary,9
2016,Warrnambool,B322 Non-residential non-aggravated burglary,3
2016,West Wimmera,B321 Residential non-aggravated burglary,1
2016,West Wimmera,B322 Non-residential non-aggravated burglary,1
2016,Yarriambiack,B321 Residential non-aggravated burglary,2
2016,Yarriambiack,B322 Non-residential non-aggravated burglary,2
2015,Brimbank,B322 Non-residential non-aggravated burglary,1
2015,Hume,B321 Residential non-aggravated burglary,2
2015,Hume,B322 Non-residential non-aggravated burglary,8
2015,Melbourne,B322 Non-residential non-aggravated burglary,1
2015,Melton,B321 Residential non-aggravated burglary,4
2015,Melton,B322 Non-residential non-aggravated burglary,6
2015,Nillumbik,B321 Residential non-aggravated burglary,1
2015,Nillumbik,B322 Non-residential non-aggravated burglary,1
2015,Whittlesea,B321 Residential non-aggravated burglary,1
2015,Whittlesea,B322 Non-residential non-aggravated burglary,1
2015,Wyndham,B321 Residential non-aggravated burglary,3
2015,Wyndham,B322 Non-residential non-aggravated burglary,6
2015,Yarra,B322 Non-residential non-aggravated burglary,1
2015,Alpine,B321 Residential non-aggravated burglary,1
2015,Bass Coast,B321 Residential non-aggravated burglary,5
2015,Bass Coast,B322 Non-residential non-aggravated burglary,2
2015,Baw Baw,B322 Non-residential non-aggravated burglary,3
2015,Benalla,B321 Residential non-aggravated burglary,1
2015,Benalla,B322 Non-residential non-aggravated burglary,1
2015,Boroondara,B322 Non-residential non-aggravated burglary,1
2015,East Gippsland,B321 Residential non-aggravated burglary,2
2015,East Gippsland,B322 Non-residential non-aggravated burglary,3
2015,Greater Shepparton,B312 Non-residential aggravated burglary,1
2015,Greater Shepparton,B321 Residential non-aggravated burglary,5
2015,Greater Shepparton,B322 Non-residential non-aggravated burglary,16
2015,Indigo,B321 Residential non-aggravated burglary,1
2015,Indigo,B322 Non-residential non-aggravated burglary,3
2015,Knox,B322 Non-residential non-aggravated burglary,2
2015,Latrobe,B321 Residential non-aggravated burglary,1
2015,Latrobe,B322 Non-residential non-aggravated burglary,4
2015,Mansfield,B321 Residential non-aggravated burglary,1
2015,Mitchell,B321 Residential non-aggravated burglary,2
2015,Mitchell,B322 Non-residential non-aggravated burglary,11
2015,Moira,B311 Residential aggravated burglary,2
2015,Moira,B321 Residential non-aggravated burglary,4
2015,Moira,B322 Non-residential non-aggravated burglary,5
2015,Monash,B322 Non-residential non-aggravated burglary,1
2015,Murrindindi,B321 Residential non-aggravated burglary,4
2015,Murrindindi,B322 Non-residential non-aggravated burglary,9
2015,South Gippsland,B321 Residential non-aggravated burglary,4
2015,South Gippsland,B322 Non-residential non-aggravated burglary,6
2015,Strathbogie,B321 Residential non-aggravated burglary,2
2015,Strathbogie,B322 Non-residential non-aggravated burglary,3
2015,Wangaratta,B322 Non-residential non-aggravated burglary,1
2015,Wellington,B321 Residential non-aggravated burglary,3
2015,Wellington,B322 Non-residential non-aggravated burglary,5
2015,Wodonga,B322 Non-residential non-aggravated burglary,1
2015,Yarra Ranges,B321 Residential non-aggravated burglary,4
2015,Yarra Ranges,B322 Non-residential non-aggravated burglary,10
2015,Cardinia,B321 Residential non-aggravated burglary,6
2015,Cardinia,B322 Non-residential non-aggravated burglary,7
2015,Casey,B321 Residential non-aggravated burglary,2
2015,Casey,B322 Non-residential non-aggravated burglary,9
2015,Frankston,B322 Non-residential non-aggravated burglary,1
2015,Greater Dandenong,B321 Residential non-aggravated burglary,1
2015,Greater Dandenong,B322 Non-residential non-aggravated burglary,2
2015,Kingston,B322 Non-residential non-aggravated burglary,1
2015,Mornington Peninsula,B311 Residential aggravated burglary,1
2015,Mornington Peninsula,B321 Residential non-aggravated burglary,3
2015,Mornington Peninsula,B322 Non-residential non-aggravated burglary,5
2015,Port Phillip,B322 Non-residential non-aggravated burglary,2
2015,Ararat,B322 Non-residential non-aggravated burglary,9
2015,Ballarat,B321 Residential non-aggravated burglary,3
2015,Ballarat,B322 Non-residential non-aggravated burglary,3
2015,Buloke,B322 Non-residential non-aggravated burglary,2
2015,Campaspe,B321 Residential non-aggravated burglary,11
2015,Campaspe,B322 Non-residential non-aggravated burglary,25
2015,Central Goldfields,B311 Residential aggravated burglary,1
2015,Central Goldfields,B321 Residential non-aggravated burglary,1
2015,Central Goldfields,B322 Non-residential non-aggravated burglary,1
2015,Colac-Otway,B321 Residential non-aggravated burglary,4
2015,Colac-Otway,B322 Non-residential non-aggravated burglary,8
2015,Corangamite,B321 Residential non-aggravated burglary,1
2015,Corangamite,B322 Non-residential non-aggravated burglary,6
2015,Gannawarra,B321 Residential non-aggravated burglary,1
2015,Gannawarra,B322 Non-residential non-aggravated burglary,4
2015,Glenelg,B321 Residential non-aggravated burglary,1
2015,Glenelg,B322 Non-residential non-aggravated burglary,5
2015,Golden Plains,B321 Residential non-aggravated burglary,4
2015,Golden Plains,B322 Non-residential non-aggravated burglary,25
2015,Greater Bendigo,B321 Residential non-aggravated burglary,2
2015,Greater Bendigo,B322 Non-residential non-aggravated burglary,8
2015,Greater Geelong,B321 Residential non-aggravated burglary,4
2015,Greater Geelong,B322 Non-residential non-aggravated burglary,12
2015,Hepburn,B321 Residential non-aggravated burglary,1
2015,Hepburn,B322 Non-residential non-aggravated burglary,6
2015,Horsham,B322 Non-residential non-aggravated burglary,4
2015,Loddon,B321 Residential non-aggravated burglary,1
2015,Loddon,B322 Non-residential non-aggravated burglary,4
2015,Macedon Ranges,B321 Residential non-aggravated burglary,5
2015,Macedon Ranges,B322 Non-residential non-aggravated burglary,6
2015,Mildura,B312 Non-residential aggravated burglary,1
2015,Mildura,B322 Non-residential non-aggravated burglary,11
2015,Moorabool,B321 Residential non-aggravated burglary,3
2015,Moorabool,B322 Non-residential non-aggravated burglary,9
2015,Mount Alexander,B321 Residential non-aggravated burglary,2
2015,Mount Alexander,B322 Non-residential non-aggravated burglary,4
2015,Moyne,B321 Residential non-aggravated burglary,2
2015,Moyne,B322 Non-residential non-aggravated burglary,5
2015,Northern Grampians,B321 Residential non-aggravated burglary,1
2015,Northern Grampians,B322 Non-residential non-aggravated burglary,3
2015,Pyrenees,B322 Non-residential non-aggravated burglary,19
2015,Southern Grampians,B322 Non-residential non-aggravated burglary,1
2015,Surf Coast,B321 Residential non-aggravated burglary,3
2015,Surf Coast,B322 Non-residential non-aggravated burglary,8
2015,Swan Hill,B321 Residential non-aggravated burglary,1
2015,Swan Hill,B322 Non-residential non-aggravated burglary,15
2015,Warrnambool,B322 Non-residential non-aggravated burglary,2
2015,West Wimmera,B321 Residential non-aggravated burglary,1
2015,Yarriambiack,B322 Non-residential non-aggravated burglary,2
2014,Brimbank,B322 Non-residential non-aggravated burglary,1
2014,Hume,B322 Non-residential non-aggravated burglary,8
2014,Melton,B322 Non-residential non-aggravated burglary,10
2014,Merri-bek,B322 Non-residential non-aggravated burglary,1
2014,Wyndham,B322 Non-residential non-aggravated burglary,2
2014,Bass Coast,B322 Non-residential non-aggravated burglary,4
2014,Baw Baw,B322 Non-residential non-aggravated burglary,8
2014,Benalla,B322 Non-residential non-aggravated burglary,3
2014,East Gippsland,B322 Non-residential non-aggravated burglary,3
2014,Greater Shepparton,B322 Non-residential non-aggravated burglary,17
2014,Indigo,B322 Non-residential non-aggravated burglary,1
2014,Latrobe,B322 Non-residential non-aggravated burglary,6
2014,Maroondah,B322 Non-residential non-aggravated burglary,2
2014,Mitchell,B322 Non-residential non-aggravated burglary,4
2014,Moira,B322 Non-residential non-aggravated burglary,5
2014,Murrindindi,B322 Non-residential non-aggravated burglary,4
2014,South Gippsland,B322 Non-residential non-aggravated burglary,5
2014,Strathbogie,B322 Non-residential non-aggravated burglary,8
2014,Towong,B322 Non-residential non-aggravated burglary,2
2014,Wangaratta,B322 Non-residential non-aggravated burglary,4
2014,Wellington,B322 Non-residential non-aggravated burglary,14
2014,Yarra Ranges,B322 Non-residential non-aggravated burglary,9
2014,Cardinia,B322 Non-residential non-aggravated burglary,5
2014,Casey,B322 Non-residential non-aggravated burglary,3
2014,Frankston,B322 Non-residential non-aggravated burglary,1
2014,Greater Dandenong,B322 Non-residential non-aggravated burglary,1
2014,Kingston,B322 Non-residential non-aggravated burglary,2
2014,Mornington Peninsula,B322 Non-residential non-aggravated burglary,2
2014,Ararat,B322 Non-residential non-aggravated burglary,2
2014,Ballarat,B322 Non-residential non-aggravated burglary,6
2014,Campaspe,B312 Non-residential aggravated burglary,1
2014,Campaspe,B322 Non-residential non-aggravated burglary,12
2014,Central Goldfields,B322 Non-residential non-aggravated burglary,2
2014,Colac-Otway,B322 Non-residential non-aggravated burglary,7
2014,Corangamite,B322 Non-residential non-aggravated burglary,6
2014,Glenelg,B322 Non-residential non-aggravated burglary,3
2014,Golden Plains,B322 Non-residential non-aggravated burglary,16
2014,Greater Bendigo,B322 Non-residential non-aggravated burglary,5
2014,Greater Geelong,B322 Non-residential non-aggravated burglary,12
2014,Hepburn,B322 Non-residential non-aggravated burglary,8
2014,Hindmarsh,B322 Non-residential non-aggravated burglary,1
2014,Horsham,B322 Non-residential non-aggravated burglary,5
2014,Loddon,B322 Non-residential non-aggravated burglary,9
2014,Macedon Ranges,B322 Non-residential non-aggravated burglary,5
2014,Mildura,B322 Non-residential non-aggravated burglary,10
2014,Moorabool,B322 Non-residential non-aggravated burglary,11
2014,Mount Alexander,B322 Non-residential non-aggravated burglary,3
2014,Moyne,B322 Non-residential non-aggravated burglary,1
